Subj	Item	Trial	List	Item.text	Response	Corr	CorrResp	RT	RespCat
vpc3042	critical-1VPC-P_29	155	7	[We will make over the model]	Yes	1	Yes	988	Hit
vpc3043	critical-1VPC-P_2	2	8	[He will buy up the land]	Yes	1	Yes	1069	Hit
vpc3043	critical-1VPC-P_8	11	8	[He will strike the balance]	No	1	No	1056	CorrReject
vpc3043	critical-1VPC-P_23	14	8	[They will check over the essays]	Yes	0	No	964	FalseAlarm
vpc3043	critical-1VPC-P_31	18	8	[We will show off the ponies]	Yes	0	No	807	FalseAlarm
vpc3043	critical-1VPC-P_14	19	8	[She will help out the waiter]	Yes	1	Yes	1289	Hit
vpc3043	critical-1VPC-P_10	28	8	[She will check out the books]	Yes	1	Yes	696	Hit
vpc3043	critical-1VPC-P_5	29	8	[He will pass the dessert]	Yes	1	Yes	1014	Hit
vpc3043	critical-1VPC-P_4	32	8	[He will lock the bicycle]	Yes	0	No	1440	FalseAlarm
vpc3043	critical-1VPC-P_30	35	8	[We will pull off the sticker]	Yes	1	Yes	1327	Hit
vpc3043	critical-1VPC-P_21	49	8	[They will lead the dance]	Yes	1	Yes	735	Hit
vpc3043	critical-1VPC-P_3	50	8	[He will cover up the research]	No	1	No	695	CorrReject
vpc3043	critical-1VPC-P_1	52	8	[He will hold the line]	Yes	1	Yes	991	Hit
vpc3043	critical-1VPC-P_18	55	8	[They will catch up the students]	Yes	1	Yes	647	Hit
vpc3043	critical-1VPC-P_7	58	8	[He will think through the thoughts]	No	1	No	1007	CorrReject
vpc3043	critical-1VPC-P_12	65	8	[She will drive the candidate]	No	1	No	728	CorrReject
vpc3043	critical-1VPC-P_22	77	8	[They will take over the position]	Yes	1	Yes	805	Hit
vpc3043	critical-1VPC-P_25	78	8	[We will throw the towel]	Yes	1	Yes	831	Hit
vpc3043	critical-1VPC-P_29	89	8	[We will smooth the frosting]	Yes	1	Yes	720	Hit
vpc3043	critical-1VPC-P_28	91	8	[We will dress the doll]	Yes	0	No	719	FalseAlarm
vpc3043	critical-1VPC-P_6	94	8	[He will run up the hills]	No	0	Yes	601	Miss
vpc3043	critical-1VPC-P_17	98	8	[They will shoot the hawk]	Yes	1	Yes	857	Hit
vpc3043	critical-1VPC-P_11	105	8	[She will shut down the computer]	Yes	0	No	833	FalseAlarm
vpc3043	critical-1VPC-P_20	114	8	[They will live the lie]	No	1	No	744	CorrReject
vpc3043	critical-1VPC-P_16	118	8	[She will throw the trash]	No	1	No	896	CorrReject
vpc3043	critical-1VPC-P_32	119	8	[We will tie the canoe]	No	1	No	920	CorrReject
vpc3043	critical-1VPC-P_26	123	8	[We will bust out the moves]	Yes	1	Yes	589	Hit
vpc3043	critical-1VPC-P_13	127	8	[She will close the cafթ]	Yes	1	Yes	722	Hit
vpc3043	critical-1VPC-P_24	132	8	[They will wring the rag]	Yes	0	No	976	FalseAlarm
vpc3043	critical-1VPC-P_15	140	8	[She will set up the boundaries]	Yes	0	No	648	FalseAlarm
vpc3043	critical-1VPC-P_9	150	8	[She will pair the geese]	Yes	1	Yes	800	Hit
vpc3043	critical-1VPC-P_27	152	8	[We will bring forth the gifts]	Yes	0	No	1143	FalseAlarm
vpc3043	critical-1VPC-P_19	154	8	[They will carry up the groceries]	Yes	0	No	832	FalseAlarm
vpc3044	critical-1VPC-P_7	2	8	[He will think through the thoughts]	Yes	0	No	1577	FalseAlarm
vpc3044	critical-1VPC-P_20	4	8	[They will live the lie]	No	1	No	1719	CorrReject
vpc3044	critical-1VPC-P_11	17	8	[She will shut down the computer]	Yes	0	No	1527	FalseAlarm
vpc3044	critical-1VPC-P_23	19	8	[They will check over the essays]	No	1	No	1305	CorrReject
vpc3044	critical-1VPC-P_21	20	8	[They will lead the dance]	Yes	1	Yes	1623	Hit
vpc3044	critical-1VPC-P_30	21	8	[We will pull off the sticker]	Yes	1	Yes	1123	Hit
vpc3044	critical-1VPC-P_14	24	8	[She will help out the waiter]	Yes	1	Yes	1105	Hit
vpc3044	critical-1VPC-P_22	34	8	[They will take over the position]	Yes	1	Yes	1599	Hit
vpc3044	critical-1VPC-P_26	46	8	[We will bust out the moves]	Yes	1	Yes	993	Hit
vpc3044	critical-1VPC-P_24	47	8	[They will wring the rag]	No	1	No	1657	CorrReject
vpc3044	critical-1VPC-P_13	53	8	[She will close the cafթ]	Yes	1	Yes	705	Hit
vpc3044	critical-1VPC-P_4	54	8	[He will lock the bicycle]	Yes	0	No	999	FalseAlarm
vpc3044	critical-1VPC-P_27	57	8	[We will bring forth the gifts]	No	1	No	1449	CorrReject
vpc3044	critical-1VPC-P_19	67	8	[They will carry up the groceries]	No	1	No	1425	CorrReject
vpc3044	critical-1VPC-P_18	73	8	[They will catch up the students]	Yes	1	Yes	1243	Hit
vpc3044	critical-1VPC-P_29	78	8	[We will smooth the frosting]	Yes	1	Yes	907	Hit
vpc3044	critical-1VPC-P_31	81	8	[We will show off the ponies]	No	1	No	1071	CorrReject
vpc3044	critical-1VPC-P_3	86	8	[He will cover up the research]	No	1	No	1406	CorrReject
vpc3044	critical-1VPC-P_25	88	8	[We will throw the towel]	Yes	1	Yes	1378	Hit
vpc3044	critical-1VPC-P_9	90	8	[She will pair the geese]	Yes	1	Yes	1043	Hit
vpc3044	critical-1VPC-P_12	91	8	[She will drive the candidate]	No	1	No	978	CorrReject
vpc3044	critical-1VPC-P_8	93	8	[He will strike the balance]	Yes	0	No	1956	FalseAlarm
vpc3044	critical-1VPC-P_10	94	8	[She will check out the books]	Yes	1	Yes	1299	Hit
vpc3044	critical-1VPC-P_28	109	8	[We will dress the doll]	No	1	No	1002	CorrReject
vpc3044	critical-1VPC-P_15	128	8	[She will set up the boundaries]	No	1	No	1395	CorrReject
vpc3044	critical-1VPC-P_16	132	8	[She will throw the trash]	Yes	0	No	1258	FalseAlarm
vpc3044	critical-1VPC-P_6	140	8	[He will run up the hills]	Yes	1	Yes	1243	Hit
vpc3044	critical-1VPC-P_1	143	8	[He will hold the line]	Yes	1	Yes	1012	Hit
vpc3044	critical-1VPC-P_32	144	8	[We will tie the canoe]	Yes	0	No	1140	FalseAlarm
vpc3044	critical-1VPC-P_17	151	8	[They will shoot the hawk]	Yes	1	Yes	1450	Hit
vpc3044	critical-1VPC-P_2	154	8	[He will buy up the land]	Yes	1	Yes	979	Hit
vpc3045	critical-1VPC-P_17	5	6	[They will shoot down the hawk]	Yes	0	No	1307	FalseAlarm
vpc3045	critical-1VPC-P_5	10	6	[He will pass over the dessert]	Yes	0	No	1636	FalseAlarm
vpc3045	critical-1VPC-P_29	14	6	[We will smooth over the frosting]	Yes	0	No	1769	FalseAlarm
vpc3045	critical-1VPC-P_25	21	6	[We will throw in the towel]	Yes	0	No	1595	FalseAlarm
vpc3045	critical-1VPC-P_19	26	6	[They will carry the groceries]	Yes	1	Yes	1054	Hit
vpc3045	critical-1VPC-P_27	27	6	[We will bring the gifts]	No	0	Yes	990	Miss
vpc3045	critical-1VPC-P_9	40	6	[She will pair off the geese]	Yes	0	No	1809	FalseAlarm
vpc3045	critical-1VPC-P_14	44	6	[She will help the waiter]	Yes	0	No	1048	FalseAlarm
vpc3045	critical-1VPC-P_22	49	6	[They will take the position]	Yes	0	No	1858	FalseAlarm
vpc3045	critical-1VPC-P_18	51	6	[They will catch the students]	Yes	0	No	1356	FalseAlarm
vpc3045	critical-1VPC-P_11	63	6	[She will shut the computer]	Yes	1	Yes	864	Hit
vpc3045	critical-1VPC-P_7	64	6	[He will think the thoughts]	Yes	1	Yes	766	Hit
vpc3045	critical-1VPC-P_13	72	6	[She will close up the cafթ]	Yes	0	No	1103	FalseAlarm
vpc3045	critical-1VPC-P_23	74	6	[They will check the essays]	Yes	1	Yes	1167	Hit
vpc3045	critical-1VPC-P_10	75	6	[She will check the books]	Yes	0	No	976	FalseAlarm
vpc3045	critical-1VPC-P_21	77	6	[They will lead off the dance]	Yes	0	No	1870	FalseAlarm
vpc3045	critical-1VPC-P_20	83	6	[They will live down the lie]	Yes	1	Yes	1322	Hit
vpc3045	critical-1VPC-P_31	84	6	[We will show the ponies]	Yes	1	Yes	814	Hit
vpc3045	critical-1VPC-P_15	87	6	[She will set the boundaries]	Yes	1	Yes	998	Hit
vpc3045	critical-1VPC-P_4	91	6	[He will lock up the bicycle]	No	0	Yes	1073	Miss
vpc3045	critical-1VPC-P_16	93	6	[She will throw out the trash]	Yes	1	Yes	2214	Hit
vpc3045	critical-1VPC-P_6	95	6	[He will run the hills]	No	1	No	1932	CorrReject
vpc3045	critical-1VPC-P_3	96	6	[He will cover the research]	Yes	1	Yes	678	Hit
vpc3045	critical-1VPC-P_24	112	6	[They will wring out the rag]	Yes	1	Yes	1224	Hit
vpc3045	critical-1VPC-P_32	122	6	[We will tie up the canoe]	Yes	1	Yes	779	Hit
vpc3045	critical-1VPC-P_1	129	6	[He will hold down the line]	Yes	0	No	876	FalseAlarm
vpc3045	critical-1VPC-P_2	135	6	[He will buy the land]	Yes	0	No	1134	FalseAlarm
vpc3045	critical-1VPC-P_12	144	6	[She will drive away the candidate]	No	0	Yes	1162	Miss
vpc3045	critical-1VPC-P_30	148	6	[We will pull the sticker]	Yes	0	No	2138	FalseAlarm
vpc3045	critical-1VPC-P_28	150	6	[We will dress up the doll]	Yes	1	Yes	1861	Hit
vpc3045	critical-1VPC-P_8	159	6	[He will strike down the balance]	Yes	1	Yes	887	Hit
vpc3046	critical-1VPC-P_30	10	8	[We will pull off the sticker]	Yes	1	Yes	955	Hit
vpc3046	critical-1VPC-P_7	19	8	[He will think through the thoughts]	No	1	No	1067	CorrReject
vpc3046	critical-1VPC-P_23	20	8	[They will check over the essays]	No	1	No	1209	CorrReject
vpc3046	critical-1VPC-P_13	21	8	[She will close the cafթ]	Yes	1	Yes	1292	Hit
vpc3046	critical-1VPC-P_10	25	8	[She will check out the books]	Yes	1	Yes	1434	Hit
vpc3046	critical-1VPC-P_22	31	8	[They will take over the position]	Yes	1	Yes	685	Hit
vpc3046	critical-1VPC-P_17	33	8	[They will shoot the hawk]	Yes	1	Yes	796	Hit
vpc3046	critical-1VPC-P_5	39	8	[He will pass the dessert]	Yes	1	Yes	1308	Hit
vpc3046	critical-1VPC-P_18	42	8	[They will catch up the students]	Yes	1	Yes	1049	Hit
vpc3046	critical-1VPC-P_6	44	8	[He will run up the hills]	Yes	1	Yes	955	Hit
vpc3046	critical-1VPC-P_26	48	8	[We will bust out the moves]	Yes	1	Yes	1228	Hit
vpc3046	critical-1VPC-P_12	65	8	[She will drive the candidate]	No	1	No	1613	CorrReject
vpc3046	critical-1VPC-P_29	66	8	[We will smooth the frosting]	No	0	Yes	1404	Miss
vpc3046	critical-1VPC-P_19	73	8	[They will carry up the groceries]	Yes	0	No	1884	FalseAlarm
vpc3046	critical-1VPC-P_15	75	8	[She will set up the boundaries]	Yes	0	No	1005	FalseAlarm
vpc3046	critical-1VPC-P_8	81	8	[He will strike the balance]	No	1	No	1101	CorrReject
vpc3046	critical-1VPC-P_11	83	8	[She will shut down the computer]	Yes	0	No	1213	FalseAlarm
vpc3046	critical-1VPC-P_32	93	8	[We will tie the canoe]	Yes	0	No	986	FalseAlarm
vpc3046	critical-1VPC-P_21	96	8	[They will lead the dance]	Yes	1	Yes	877	Hit
vpc3046	critical-1VPC-P_1	102	8	[He will hold the line]	Yes	1	Yes	748	Hit
vpc3046	critical-1VPC-P_25	103	8	[We will throw the towel]	Yes	1	Yes	765	Hit
vpc3046	critical-1VPC-P_14	113	8	[She will help out the waiter]	Yes	1	Yes	1036	Hit
vpc3046	critical-1VPC-P_20	118	8	[They will live the lie]	No	1	No	887	CorrReject
vpc3046	critical-1VPC-P_16	119	8	[She will throw the trash]	No	1	No	1234	CorrReject
vpc3046	critical-1VPC-P_24	121	8	[They will wring the rag]	Yes	0	No	746	FalseAlarm
vpc3046	critical-1VPC-P_9	122	8	[She will pair the geese]	Yes	1	Yes	724	Hit
vpc3046	critical-1VPC-P_31	125	8	[We will show off the ponies]	No	1	No	843	CorrReject
vpc3046	critical-1VPC-P_3	126	8	[He will cover up the research]	Yes	0	No	1237	FalseAlarm
vpc3046	critical-1VPC-P_2	128	8	[He will buy up the land]	No	0	Yes	1369	Miss
vpc3046	critical-1VPC-P_4	145	8	[He will lock the bicycle]	No	1	No	924	CorrReject
vpc3046	critical-1VPC-P_28	146	8	[We will dress the doll]	No	1	No	1228	CorrReject
vpc3046	critical-1VPC-P_27	151	8	[We will bring forth the gifts]	No	1	No	1241	CorrReject
vpc3047	critical-1VPC-P_18	3	6	[They will catch the students]	No	1	No	771	CorrReject
vpc3047	critical-1VPC-P_2	17	6	[He will buy the land]	No	1	No	1043	CorrReject
vpc3047	critical-1VPC-P_31	22	6	[We will show the ponies]	Yes	1	Yes	1044	Hit
vpc3047	critical-1VPC-P_32	27	6	[We will tie up the canoe]	Yes	1	Yes	1171	Hit
vpc3047	critical-1VPC-P_24	28	6	[They will wring out the rag]	Yes	1	Yes	1100	Hit
vpc3047	critical-1VPC-P_23	35	6	[They will check the essays]	Yes	1	Yes	938	Hit
vpc3047	critical-1VPC-P_14	48	6	[She will help the waiter]	No	1	No	1395	CorrReject
vpc3047	critical-1VPC-P_25	52	6	[We will throw in the towel]	No	1	No	1114	CorrReject
vpc3047	critical-1VPC-P_5	58	6	[He will pass over the dessert]	No	1	No	1307	CorrReject
vpc3047	critical-1VPC-P_17	59	6	[They will shoot down the hawk]	Yes	0	No	1410	FalseAlarm
vpc3047	critical-1VPC-P_6	69	6	[He will run the hills]	No	1	No	1101	CorrReject
vpc3047	critical-1VPC-P_19	71	6	[They will carry the groceries]	Yes	1	Yes	1316	Hit
vpc3047	critical-1VPC-P_22	75	6	[They will take the position]	No	1	No	1114	CorrReject
vpc3047	critical-1VPC-P_3	83	6	[He will cover the research]	Yes	1	Yes	891	Hit
vpc3047	critical-1VPC-P_12	87	6	[She will drive away the candidate]	Yes	1	Yes	1347	Hit
vpc3047	critical-1VPC-P_28	91	6	[We will dress up the doll]	Yes	1	Yes	898	Hit
vpc3047	critical-1VPC-P_26	92	6	[We will bust the moves]	No	1	No	1099	CorrReject
vpc3047	critical-1VPC-P_9	96	6	[She will pair off the geese]	No	1	No	1708	CorrReject
vpc3047	critical-1VPC-P_11	99	6	[She will shut the computer]	Yes	1	Yes	1051	Hit
vpc3047	critical-1VPC-P_8	100	6	[He will strike down the balance]	Yes	1	Yes	1523	Hit
vpc3047	critical-1VPC-P_10	102	6	[She will check the books]	No	1	No	1108	CorrReject
vpc3047	critical-1VPC-P_7	103	6	[He will think the thoughts]	Yes	1	Yes	964	Hit
vpc3047	critical-1VPC-P_29	109	6	[We will smooth over the frosting]	No	1	No	1067	CorrReject
vpc3047	critical-1VPC-P_21	114	6	[They will lead off the dance]	No	1	No	1516	CorrReject
vpc3047	critical-1VPC-P_20	116	6	[They will live down the lie]	Yes	1	Yes	1532	Hit
vpc3047	critical-1VPC-P_27	118	6	[We will bring the gifts]	Yes	1	Yes	1028	Hit
vpc3047	critical-1VPC-P_30	123	6	[We will pull the sticker]	No	1	No	1444	CorrReject
vpc3047	critical-1VPC-P_15	127	6	[She will set the boundaries]	Yes	1	Yes	1140	Hit
vpc3047	critical-1VPC-P_4	142	6	[He will lock up the bicycle]	Yes	1	Yes	1228	Hit
vpc3047	critical-1VPC-P_16	149	6	[She will throw out the trash]	Yes	1	Yes	1403	Hit
vpc3047	critical-1VPC-P_1	152	6	[He will hold down the line]	No	1	No	931	CorrReject
vpc3047	critical-1VPC-P_13	160	6	[She will close up the cafթ]	No	1	No	1372	CorrReject
vpc3048	critical-1VPC-P_19	1	5	[They will keep up the secret]	Yes	1	Yes	1291	Hit
vpc3048	critical-1VPC-P_27	4	5	[We will call forth the juror]	Yes	1	Yes	1101	Hit
vpc3048	critical-1VPC-P_30	12	5	[We will mark the pages]	Yes	1	Yes	1287	Hit
vpc3048	critical-1VPC-P_22	15	5	[They will look the part]	Yes	1	Yes	1264	Hit
vpc3048	critical-1VPC-P_8	18	5	[He will hold down the job]	No	1	No	1806	CorrReject
vpc3048	critical-1VPC-P_15	25	5	[She will patch up the tire]	Yes	1	Yes	946	Hit
vpc3048	critical-1VPC-P_26	26	5	[We will bail the prisoner]	Yes	1	Yes	1464	Hit
vpc3048	critical-1VPC-P_29	29	5	[We will make the model]	No	1	No	1370	CorrReject
vpc3048	critical-1VPC-P_11	31	5	[She will close down the slide]	Yes	1	Yes	1347	Hit
vpc3048	critical-1VPC-P_14	32	5	[She will clear the drawer]	Yes	1	Yes	1199	Hit
vpc3048	critical-1VPC-P_5	37	5	[He will run the trail]	No	1	No	1103	CorrReject
vpc3048	critical-1VPC-P_16	40	5	[She will buy out the store]	No	1	No	1290	CorrReject
vpc3048	critical-1VPC-P_21	49	5	[They will seal the bag]	Yes	0	No	1475	FalseAlarm
vpc3048	critical-1VPC-P_7	63	5	[He will see through the rumors]	Yes	1	Yes	1159	Hit
vpc3048	critical-1VPC-P_10	66	5	[She will drive the trucks]	Yes	1	Yes	988	Hit
vpc3048	critical-1VPC-P_18	83	5	[They will mark the lumber]	Yes	1	Yes	1018	Hit
vpc3048	critical-1VPC-P_3	84	5	[He will eat up the spaghetti]	Yes	1	Yes	1177	Hit
vpc3048	critical-1VPC-P_13	88	5	[She will finish the game]	No	1	No	1546	CorrReject
vpc3048	critical-1VPC-P_2	94	5	[He wil round the fractions]	Yes	1	Yes	1667	Hit
vpc3048	critical-1VPC-P_12	99	5	[She will give away the prizes]	No	1	No	1344	CorrReject
vpc3048	critical-1VPC-P_6	106	5	[He will hold the lizard]	Yes	1	Yes	1198	Hit
vpc3048	critical-1VPC-P_20	120	5	[They will pull down the photo]	No	1	No	1387	CorrReject
vpc3048	critical-1VPC-P_31	122	5	[We will set off the timer]	Yes	1	Yes	868	Hit
vpc3048	critical-1VPC-P_4	137	5	[He will cut up the meat]	No	1	No	1231	CorrReject
vpc3048	critical-1VPC-P_32	139	5	[We will buy up the supplies]	No	1	No	1271	CorrReject
vpc3048	critical-1VPC-P_1	142	5	[He will bring the crowd]	No	1	No	1244	CorrReject
vpc3048	critical-1VPC-P_24	148	5	[They will find out the word]	No	1	No	1391	CorrReject
vpc3048	critical-1VPC-P_17	152	5	[They will boil the soup]	No	1	No	1224	CorrReject
vpc3048	critical-1VPC-P_25	155	5	[We will bring the dog]	No	1	No	1249	CorrReject
vpc3048	critical-1VPC-P_9	157	5	[She will break the stick]	No	1	No	1478	CorrReject
vpc3048	critical-1VPC-P_23	160	5	[They will throw over the frisbee]	Yes	1	Yes	1384	Hit
vpc3049	critical-1VPC-P_17	14	7	[They will boil down the soup]	Yes	1	Yes	1112	Hit
vpc3049	critical-1VPC-P_27	15	7	[We will call the juror]	No	1	No	1830	CorrReject
vpc3049	critical-1VPC-P_12	22	7	[She will give the prizes]	Yes	1	Yes	1214	Hit
vpc3049	critical-1VPC-P_6	25	7	[He will hold up the lizard]	No	1	No	1367	CorrReject
vpc3049	critical-1VPC-P_29	26	7	[We will make over the model]	Yes	1	Yes	1024	Hit
vpc3049	critical-1VPC-P_4	34	7	[He will cut the meat]	Yes	1	Yes	1055	Hit
vpc3049	critical-1VPC-P_22	37	7	[They will look over the part]	No	1	No	1808	CorrReject
vpc3049	critical-1VPC-P_20	39	7	[They will pull the photo]	Yes	1	Yes	1214	Hit
vpc3049	critical-1VPC-P_26	50	7	[We will bail out the prisoner]	No	1	No	1288	CorrReject
vpc3049	critical-1VPC-P_2	57	7	[He wil round up the fractions]	Yes	0	No	1209	FalseAlarm
vpc3049	critical-1VPC-P_21	58	7	[They will seal off the bag]	Yes	1	Yes	1967	Hit
vpc3049	critical-1VPC-P_5	62	7	[He will run over the trail]	Yes	1	Yes	1253	Hit
vpc3049	critical-1VPC-P_24	63	7	[They will find the word]	Yes	1	Yes	1080	Hit
vpc3049	critical-1VPC-P_25	64	7	[We will bring in the dog]	Yes	1	Yes	1169	Hit
vpc3049	critical-1VPC-P_8	73	7	[He will hold the job]	Yes	1	Yes	1644	Hit
vpc3049	critical-1VPC-P_7	78	7	[He will see the rumors]	No	1	No	2038	CorrReject
vpc3049	critical-1VPC-P_16	80	7	[She will buy the store]	Yes	1	Yes	1497	Hit
vpc3049	critical-1VPC-P_9	83	7	[She will break off the stick]	Yes	1	Yes	1201	Hit
vpc3049	critical-1VPC-P_23	91	7	[They will throw the frisbee]	Yes	0	No	951	FalseAlarm
vpc3049	critical-1VPC-P_18	93	7	[They will mark up the lumber]	Yes	0	No	1200	FalseAlarm
vpc3049	critical-1VPC-P_19	94	7	[They will keep the secret]	Yes	0	No	961	FalseAlarm
vpc3049	critical-1VPC-P_32	107	7	[We will buy the supplies]	Yes	1	Yes	2306	Hit
vpc3049	critical-1VPC-P_14	124	7	[She will clear out the drawer]	No	1	No	1113	CorrReject
vpc3049	critical-1VPC-P_13	125	7	[She will finish up the game]	Yes	1	Yes	1033	Hit
vpc3049	critical-1VPC-P_30	126	7	[We will mark off the pages]	No	1	No	1374	CorrReject
vpc3049	critical-1VPC-P_3	136	7	[He will eat the spaghetti]	No	1	No	1150	CorrReject
vpc3049	critical-1VPC-P_31	137	7	[We will set the timer]	No	1	No	1001	CorrReject
vpc3049	critical-1VPC-P_15	148	7	[She will patch the tire]	Yes	0	No	1226	FalseAlarm
vpc3049	critical-1VPC-P_11	151	7	[She will close the slide]	No	1	No	1326	CorrReject
vpc3049	critical-1VPC-P_1	154	7	[He will bring down the crowd]	Yes	1	Yes	1265	Hit
vpc3049	critical-1VPC-P_10	155	7	[She will drive out the trucks]	No	1	No	1265	CorrReject
vpc3049	critical-1VPC-P_28	160	7	[We will charge the phone]	Yes	1	Yes	879	Hit
vpc305	critical-1VPC-P_19	1	8	[They will carry up the groceries]	No	1	No	1424	CorrReject
vpc305	critical-1VPC-P_10	8	8	[She will check out the books]	Yes	1	Yes	1538	Hit
vpc305	critical-1VPC-P_32	11	8	[We will tie the canoe]	Yes	0	No	1169	FalseAlarm
vpc305	critical-1VPC-P_18	12	8	[They will catch up the students]	Yes	1	Yes	1114	Hit
vpc305	critical-1VPC-P_11	22	8	[She will shut down the computer]	No	1	No	1563	CorrReject
vpc305	critical-1VPC-P_5	28	8	[He will pass the dessert]	Yes	1	Yes	1913	Hit
vpc305	critical-1VPC-P_28	30	8	[We will dress the doll]	No	1	No	1370	CorrReject
vpc305	critical-1VPC-P_8	31	8	[He will strike the balance]	No	1	No	1835	CorrReject
vpc305	critical-1VPC-P_9	48	8	[She will pair the geese]	Yes	1	Yes	1128	Hit
vpc305	critical-1VPC-P_27	52	8	[We will bring forth the gifts]	No	1	No	1591	CorrReject
vpc305	critical-1VPC-P_20	54	8	[They will live the lie]	No	1	No	1587	CorrReject
vpc305	critical-1VPC-P_31	62	8	[We will show off the ponies]	Yes	0	No	1480	FalseAlarm
vpc305	critical-1VPC-P_1	64	8	[He will hold the line]	No	0	Yes	1075	Miss
vpc305	critical-1VPC-P_7	71	8	[He will think through the thoughts]	No	1	No	1489	CorrReject
vpc305	critical-1VPC-P_22	100	8	[They will take over the position]	Yes	1	Yes	1233	Hit
vpc305	critical-1VPC-P_16	102	8	[She will throw the trash]	Yes	0	No	1194	FalseAlarm
vpc305	critical-1VPC-P_15	106	8	[She will set up the boundaries]	Yes	0	No	1730	FalseAlarm
vpc305	critical-1VPC-P_13	115	8	[She will close the cafթ]	Yes	1	Yes	866	Hit
vpc305	critical-1VPC-P_6	123	8	[He will run up the hills]	Yes	1	Yes	1330	Hit
vpc305	critical-1VPC-P_25	127	8	[We will throw the towel]	Yes	1	Yes	1434	Hit
vpc305	critical-1VPC-P_17	129	8	[They will shoot the hawk]	Yes	1	Yes	1499	Hit
vpc305	critical-1VPC-P_29	130	8	[We will smooth the frosting]	Yes	1	Yes	1258	Hit
vpc305	critical-1VPC-P_23	134	8	[They will check over the essays]	No	1	No	1363	CorrReject
vpc305	critical-1VPC-P_12	136	8	[She will drive the candidate]	No	1	No	1425	CorrReject
vpc305	critical-1VPC-P_24	139	8	[They will wring the rag]	No	1	No	1218	CorrReject
vpc305	critical-1VPC-P_21	142	8	[They will lead the dance]	Yes	1	Yes	881	Hit
vpc305	critical-1VPC-P_30	143	8	[We will pull off the sticker]	Yes	1	Yes	1418	Hit
vpc305	critical-1VPC-P_2	152	8	[He will buy up the land]	Yes	1	Yes	977	Hit
vpc305	critical-1VPC-P_26	156	8	[We will bust out the moves]	Yes	1	Yes	1023	Hit
vpc305	critical-1VPC-P_4	158	8	[He will lock the bicycle]	Yes	0	No	1265	FalseAlarm
vpc305	critical-1VPC-P_14	160	8	[She will help out the waiter]	Yes	1	Yes	1074	Hit
vpc3050	critical-1VPC-P_3	3	8	[He will cover up the research]	Yes	0	No	429	FalseAlarm
vpc3050	critical-1VPC-P_26	4	8	[We will bust out the moves]	Yes	1	Yes	485	Hit
vpc3050	critical-1VPC-P_14	5	8	[She will help out the waiter]	Yes	1	Yes	623	Hit
vpc3050	critical-1VPC-P_27	10	8	[We will bring forth the gifts]	Yes	0	No	337	FalseAlarm
vpc3050	critical-1VPC-P_19	26	8	[They will carry up the groceries]	Yes	0	No	349	FalseAlarm
vpc3050	critical-1VPC-P_9	31	8	[She will pair the geese]	Yes	1	Yes	762	Hit
vpc3050	critical-1VPC-P_6	47	8	[He will run up the hills]	Yes	1	Yes	182	Hit
vpc3050	critical-1VPC-P_23	54	8	[They will check over the essays]	Yes	0	No	406	FalseAlarm
vpc3050	critical-1VPC-P_18	57	8	[They will catch up the students]	Yes	1	Yes	584	Hit
vpc3050	critical-1VPC-P_28	65	8	[We will dress the doll]	Yes	0	No	399	FalseAlarm
vpc3050	critical-1VPC-P_20	66	8	[They will live the lie]	Yes	0	No	422	FalseAlarm
vpc3050	critical-1VPC-P_22	68	8	[They will take over the position]	Yes	1	Yes	332	Hit
vpc3050	critical-1VPC-P_30	70	8	[We will pull off the sticker]	Yes	1	Yes	400	Hit
vpc3050	critical-1VPC-P_4	78	8	[He will lock the bicycle]	Yes	0	No	543	FalseAlarm
vpc3050	critical-1VPC-P_29	93	8	[We will smooth the frosting]	Yes	1	Yes	694	Hit
vpc3050	critical-1VPC-P_11	102	8	[She will shut down the computer]	Yes	0	No	500	FalseAlarm
vpc3050	critical-1VPC-P_12	107	8	[She will drive the candidate]	Yes	0	No	636	FalseAlarm
vpc3050	critical-1VPC-P_8	108	8	[He will strike the balance]	No	1	No	527	CorrReject
vpc3050	critical-1VPC-P_1	124	8	[He will hold the line]	Yes	1	Yes	400	Hit
vpc3050	critical-1VPC-P_10	128	8	[She will check out the books]	Yes	1	Yes	382	Hit
vpc3050	critical-1VPC-P_25	129	8	[We will throw the towel]	Yes	1	Yes	353	Hit
vpc3050	critical-1VPC-P_2	134	8	[He will buy up the land]	Yes	1	Yes	584	Hit
vpc3050	critical-1VPC-P_17	136	8	[They will shoot the hawk]	Yes	1	Yes	770	Hit
vpc3050	critical-1VPC-P_32	139	8	[We will tie the canoe]	Yes	0	No	434	FalseAlarm
vpc3050	critical-1VPC-P_7	141	8	[He will think through the thoughts]	Yes	0	No	1471	FalseAlarm
vpc3050	critical-1VPC-P_5	142	8	[He will pass the dessert]	Yes	1	Yes	450	Hit
vpc3050	critical-1VPC-P_16	145	8	[She will throw the trash]	Yes	0	No	248	FalseAlarm
vpc3050	critical-1VPC-P_31	147	8	[We will show off the ponies]	Yes	0	No	924	FalseAlarm
vpc3050	critical-1VPC-P_13	148	8	[She will close the cafթ]	Yes	1	Yes	465	Hit
vpc3050	critical-1VPC-P_21	153	8	[They will lead the dance]	Yes	1	Yes	113	Hit
vpc3050	critical-1VPC-P_15	157	8	[She will set up the boundaries]	Yes	0	No	323	FalseAlarm
vpc3050	critical-1VPC-P_24	158	8	[They will wring the rag]	Yes	0	No	323	FalseAlarm
