"Subject"	"RT"	"Trial"	"Sex"	"NativeLanguage"	"Correct"	"PrevType"	"PrevCorrect"	"Word"	"Frequency"	"FamilySize"	"SynsetCount"	"Length"	"Class"	"FreqSingular"	"FreqPlural"	"DerivEntropy"	"Complex"	"rInfl"	"meanRT"	"SubjFreq"	"meanSize"	"meanWeight"	"BNCw"	"BNCc"	"BNCd"	"BNCcRatio"	"BNCdRatio"	"Sn"	"NativeLangSim"
"J13Spanish"	6.1843676639665	99	"F"	"Other"	"incorrect"	"word"	"correct"	"donkey"	5.541264	0	1.0986123	6	"animal"	162	92	0.037	"simplex"	0.56115071	6.3328	3.48	3.9986	3.7598	5.081351	3.737271	6.650648	0.735488	1.308835	"13"	"Spanish"
"J1Spanish"	6.58812566730898	100	"F"	"Other"	"correct"	"word"	"incorrect"	"mustard"	4.442651	0	1.3862944	7	"plant"	84	0	0	"simplex"	4.44265126	6.4177	4	1.8218	1.4082	4.524185	4.549721	6.175602	1.005644	1.36502	"1"	"Spanish"
"J6Spanish"	7.32777591830681	100	"F"	"Other"	"correct"	"word"	"incorrect"	"mustard"	4.442651	0	1.3862944	7	"plant"	84	0	0	"simplex"	4.44265126	6.4177	4	1.8218	1.4082	4.524185	4.549721	6.175602	1.005644	1.36502	"6"	"Spanish"
"J12Spanish"	6.83613502706826	100	"F"	"Other"	"correct"	"word"	"incorrect"	"mustard"	4.442651	0	1.3862944	7	"plant"	84	0	0	"simplex"	4.44265126	6.4177	4	1.8218	1.4082	4.524185	4.549721	6.175602	1.005644	1.36502	"12"	"Spanish"
"J9Spanish"	6.83205438479112	100	"F"	"Other"	"correct"	"word"	"incorrect"	"mustard"	4.442651	0	1.3862944	7	"plant"	84	0	0	"simplex"	4.44265126	6.4177	4	1.8218	1.4082	4.524185	4.549721	6.175602	1.005644	1.36502	"9"	"Spanish"
"J7Spanish"	6.81772472701727	100	"F"	"Other"	"correct"	"word"	"incorrect"	"mustard"	4.442651	0	1.3862944	7	"plant"	84	0	0	"simplex"	4.44265126	6.4177	4	1.8218	1.4082	4.524185	4.549721	6.175602	1.005644	1.36502	"7"	"Spanish"
"J13Spanish"	6.2432726639665	100	"F"	"Other"	"correct"	"word"	"incorrect"	"mustard"	4.442651	0	1.3862944	7	"plant"	84	0	0	"simplex"	4.44265126	6.4177	4	1.8218	1.4082	4.524185	4.549721	6.175602	1.005644	1.36502	"13"	"Spanish"
"J1Spanish"	6.50878866730898	179	"F"	"Other"	"incorrect"	"word"	"correct"	"blueberry"	2.484907	0	1.0986123	9	"plant"	7	4	0	"complex"	0.47000363	6.3549	3.76	2.0858	1.6507	0.122576	0	0.237523	0	1.937755	"1"	"Spanish"
"J6Spanish"	7.24843891830681	179	"F"	"Other"	"incorrect"	"word"	"correct"	"blueberry"	2.484907	0	1.0986123	9	"plant"	7	4	0	"complex"	0.47000363	6.3549	3.76	2.0858	1.6507	0.122576	0	0.237523	0	1.937755	"6"	"Spanish"
"J12Spanish"	6.75679802706826	179	"F"	"Other"	"incorrect"	"word"	"correct"	"blueberry"	2.484907	0	1.0986123	9	"plant"	7	4	0	"complex"	0.47000363	6.3549	3.76	2.0858	1.6507	0.122576	0	0.237523	0	1.937755	"12"	"Spanish"
"J9Spanish"	6.75271738479112	179	"F"	"Other"	"incorrect"	"word"	"correct"	"blueberry"	2.484907	0	1.0986123	9	"plant"	7	4	0	"complex"	0.47000363	6.3549	3.76	2.0858	1.6507	0.122576	0	0.237523	0	1.937755	"9"	"Spanish"
"J7Spanish"	6.73838772701727	179	"F"	"Other"	"incorrect"	"word"	"correct"	"blueberry"	2.484907	0	1.0986123	9	"plant"	7	4	0	"complex"	0.47000363	6.3549	3.76	2.0858	1.6507	0.122576	0	0.237523	0	1.937755	"7"	"Spanish"
"J13Spanish"	6.1639356639665	179	"F"	"Other"	"incorrect"	"word"	"correct"	"blueberry"	2.484907	0	1.0986123	9	"plant"	7	4	0	"complex"	0.47000363	6.3549	3.76	2.0858	1.6507	0.122576	0	0.237523	0	1.937755	"13"	"Spanish"
"J1Spanish"	6.74831166730898	180	"F"	"Other"	"incorrect"	"word"	"incorrect"	"paprika"	2.484907	0	1.0986123	7	"plant"	11	0	0	"simplex"	2.48490665	6.4825	3.44	2.0858	1.6507	0.456876	0	0.475046	0	1.039771	"1"	"Spanish"
"J6Spanish"	7.48796191830681	180	"F"	"Other"	"incorrect"	"word"	"incorrect"	"paprika"	2.484907	0	1.0986123	7	"plant"	11	0	0	"simplex"	2.48490665	6.4825	3.44	2.0858	1.6507	0.456876	0	0.475046	0	1.039771	"6"	"Spanish"
"J12Spanish"	6.99632102706826	180	"F"	"Other"	"incorrect"	"word"	"incorrect"	"paprika"	2.484907	0	1.0986123	7	"plant"	11	0	0	"simplex"	2.48490665	6.4825	3.44	2.0858	1.6507	0.456876	0	0.475046	0	1.039771	"12"	"Spanish"
"J9Spanish"	6.99224038479112	180	"F"	"Other"	"incorrect"	"word"	"incorrect"	"paprika"	2.484907	0	1.0986123	7	"plant"	11	0	0	"simplex"	2.48490665	6.4825	3.44	2.0858	1.6507	0.456876	0	0.475046	0	1.039771	"9"	"Spanish"
"J7Spanish"	6.97791072701727	180	"F"	"Other"	"incorrect"	"word"	"incorrect"	"paprika"	2.484907	0	1.0986123	7	"plant"	11	0	0	"simplex"	2.48490665	6.4825	3.44	2.0858	1.6507	0.456876	0	0.475046	0	1.039771	"7"	"Spanish"
"J13Spanish"	6.4034586639665	180	"F"	"Other"	"incorrect"	"word"	"incorrect"	"paprika"	2.484907	0	1.0986123	7	"plant"	11	0	0	"simplex"	2.48490665	6.4825	3.44	2.0858	1.6507	0.456876	0	0.475046	0	1.039771	"13"	"Spanish"
"J1Spanish"	6.66359466730898	181	"F"	"Other"	"correct"	"word"	"incorrect"	"peanut"	4.59512	0.6931472	1.6094379	6	"plant"	49	49	0.4719	"complex"	0	6.2664	4.68	1.517	1.074	1.214621	0	5.938079	0	4.888832	"1"	"Spanish"
"J6Spanish"	7.40324491830681	181	"F"	"Other"	"correct"	"word"	"incorrect"	"peanut"	4.59512	0.6931472	1.6094379	6	"plant"	49	49	0.4719	"complex"	0	6.2664	4.68	1.517	1.074	1.214621	0	5.938079	0	4.888832	"6"	"Spanish"
"J12Spanish"	6.91160402706826	181	"F"	"Other"	"correct"	"word"	"incorrect"	"peanut"	4.59512	0.6931472	1.6094379	6	"plant"	49	49	0.4719	"complex"	0	6.2664	4.68	1.517	1.074	1.214621	0	5.938079	0	4.888832	"12"	"Spanish"
"J9Spanish"	6.90752338479112	181	"F"	"Other"	"correct"	"word"	"incorrect"	"peanut"	4.59512	0.6931472	1.6094379	6	"plant"	49	49	0.4719	"complex"	0	6.2664	4.68	1.517	1.074	1.214621	0	5.938079	0	4.888832	"9"	"Spanish"
"J7Spanish"	6.89319372701727	181	"F"	"Other"	"correct"	"word"	"incorrect"	"peanut"	4.59512	0.6931472	1.6094379	6	"plant"	49	49	0.4719	"complex"	0	6.2664	4.68	1.517	1.074	1.214621	0	5.938079	0	4.888832	"7"	"Spanish"
"J13Spanish"	6.3187416639665	181	"F"	"Other"	"correct"	"word"	"incorrect"	"peanut"	4.59512	0.6931472	1.6094379	6	"plant"	49	49	0.4719	"complex"	0	6.2664	4.68	1.517	1.074	1.214621	0	5.938079	0	4.888832	"13"	"Spanish"
"J1Spanish"	6.51564566730898	182	"F"	"Other"	"correct"	"word"	"correct"	"bee"	5.700444	1.7917595	1.0986123	3	"animal"	118	180	0.8521	"simplex"	-0.41937354	6.2978	4.56	3.6399	3.3756	5.281931	1.6249	5.938079	0.307634	1.124225	"1"	"Spanish"
"J6Spanish"	7.25529591830681	182	"F"	"Other"	"correct"	"word"	"correct"	"bee"	5.700444	1.7917595	1.0986123	3	"animal"	118	180	0.8521	"simplex"	-0.41937354	6.2978	4.56	3.6399	3.3756	5.281931	1.6249	5.938079	0.307634	1.124225	"6"	"Spanish"
"J12Spanish"	6.76365502706826	182	"F"	"Other"	"correct"	"word"	"correct"	"bee"	5.700444	1.7917595	1.0986123	3	"animal"	118	180	0.8521	"simplex"	-0.41937354	6.2978	4.56	3.6399	3.3756	5.281931	1.6249	5.938079	0.307634	1.124225	"12"	"Spanish"
"J9Spanish"	6.75957438479112	182	"F"	"Other"	"correct"	"word"	"correct"	"bee"	5.700444	1.7917595	1.0986123	3	"animal"	118	180	0.8521	"simplex"	-0.41937354	6.2978	4.56	3.6399	3.3756	5.281931	1.6249	5.938079	0.307634	1.124225	"9"	"Spanish"
"J7Spanish"	6.74524472701727	182	"F"	"Other"	"correct"	"word"	"correct"	"bee"	5.700444	1.7917595	1.0986123	3	"animal"	118	180	0.8521	"simplex"	-0.41937354	6.2978	4.56	3.6399	3.3756	5.281931	1.6249	5.938079	0.307634	1.124225	"7"	"Spanish"
"J13Spanish"	6.1707926639665	182	"F"	"Other"	"correct"	"word"	"correct"	"bee"	5.700444	1.7917595	1.0986123	3	"animal"	118	180	0.8521	"simplex"	-0.41937354	6.2978	4.56	3.6399	3.3756	5.281931	1.6249	5.938079	0.307634	1.124225	"13"	"Spanish"
"J1Spanish"	6.47140166730898	113	"F"	"Other"	"correct"	"word"	"incorrect"	"lion"	6.098074	1.0986123	1.0986123	4	"animal"	152	292	0.234	"simplex"	-0.64973469	6.3014	4.04	4.2029	4.0036	12.502798	4.874701	3.80037	0.389889	0.303962	"1"	"Spanish"
"J6Spanish"	7.21105191830681	113	"F"	"Other"	"correct"	"word"	"incorrect"	"lion"	6.098074	1.0986123	1.0986123	4	"animal"	152	292	0.234	"simplex"	-0.64973469	6.3014	4.04	4.2029	4.0036	12.502798	4.874701	3.80037	0.389889	0.303962	"6"	"Spanish"
"J12Spanish"	6.71941102706826	113	"F"	"Other"	"correct"	"word"	"incorrect"	"lion"	6.098074	1.0986123	1.0986123	4	"animal"	152	292	0.234	"simplex"	-0.64973469	6.3014	4.04	4.2029	4.0036	12.502798	4.874701	3.80037	0.389889	0.303962	"12"	"Spanish"
"J9Spanish"	6.71533038479112	113	"F"	"Other"	"correct"	"word"	"incorrect"	"lion"	6.098074	1.0986123	1.0986123	4	"animal"	152	292	0.234	"simplex"	-0.64973469	6.3014	4.04	4.2029	4.0036	12.502798	4.874701	3.80037	0.389889	0.303962	"9"	"Spanish"
"J7Spanish"	6.70100072701727	113	"F"	"Other"	"correct"	"word"	"incorrect"	"lion"	6.098074	1.0986123	1.0986123	4	"animal"	152	292	0.234	"simplex"	-0.64973469	6.3014	4.04	4.2029	4.0036	12.502798	4.874701	3.80037	0.389889	0.303962	"7"	"Spanish"
"J13Spanish"	6.1265486639665	113	"F"	"Other"	"correct"	"word"	"incorrect"	"lion"	6.098074	1.0986123	1.0986123	4	"animal"	152	292	0.234	"simplex"	-0.64973469	6.3014	4.04	4.2029	4.0036	12.502798	4.874701	3.80037	0.389889	0.303962	"13"	"Spanish"
"J1Spanish"	6.57747566730898	115	"F"	"Other"	"correct"	"nonword"	"correct"	"potato"	6.461468	0	1.0986123	6	"plant"	206	433	0	"simplex"	-0.74032574	6.3833	5.8	2.8516	2.6131	7.934039	8.286993	25.890023	1.044486	3.263158	"1"	"Spanish"
"J6Spanish"	7.31712591830681	115	"F"	"Other"	"correct"	"nonword"	"correct"	"potato"	6.461468	0	1.0986123	6	"plant"	206	433	0	"simplex"	-0.74032574	6.3833	5.8	2.8516	2.6131	7.934039	8.286993	25.890023	1.044486	3.263158	"6"	"Spanish"
"J12Spanish"	6.82548502706826	115	"F"	"Other"	"correct"	"nonword"	"correct"	"potato"	6.461468	0	1.0986123	6	"plant"	206	433	0	"simplex"	-0.74032574	6.3833	5.8	2.8516	2.6131	7.934039	8.286993	25.890023	1.044486	3.263158	"12"	"Spanish"
"J9Spanish"	6.82140438479112	115	"F"	"Other"	"correct"	"nonword"	"correct"	"potato"	6.461468	0	1.0986123	6	"plant"	206	433	0	"simplex"	-0.74032574	6.3833	5.8	2.8516	2.6131	7.934039	8.286993	25.890023	1.044486	3.263158	"9"	"Spanish"
"J7Spanish"	6.80707472701727	115	"F"	"Other"	"correct"	"nonword"	"correct"	"potato"	6.461468	0	1.0986123	6	"plant"	206	433	0	"simplex"	-0.74032574	6.3833	5.8	2.8516	2.6131	7.934039	8.286993	25.890023	1.044486	3.263158	"7"	"Spanish"
"J13Spanish"	6.2326226639665	115	"F"	"Other"	"correct"	"nonword"	"correct"	"potato"	6.461468	0	1.0986123	6	"plant"	206	433	0	"simplex"	-0.74032574	6.3833	5.8	2.8516	2.6131	7.934039	8.286993	25.890023	1.044486	3.263158	"13"	"Spanish"
"J1Spanish"	6.72086266730898	117	"F"	"Other"	"correct"	"nonword"	"correct"	"eagle"	5.117994	1.0986123	1.7917595	5	"animal"	129	37	0.7235	"simplex"	1.22994829	6.3692	2.88	3.1948	2.8461	12.246502	1.29992	1.900185	0.106146	0.155161	"1"	"Spanish"
"J6Spanish"	7.46051291830681	117	"F"	"Other"	"correct"	"nonword"	"correct"	"eagle"	5.117994	1.0986123	1.7917595	5	"animal"	129	37	0.7235	"simplex"	1.22994829	6.3692	2.88	3.1948	2.8461	12.246502	1.29992	1.900185	0.106146	0.155161	"6"	"Spanish"
"J12Spanish"	6.96887202706826	117	"F"	"Other"	"correct"	"nonword"	"correct"	"eagle"	5.117994	1.0986123	1.7917595	5	"animal"	129	37	0.7235	"simplex"	1.22994829	6.3692	2.88	3.1948	2.8461	12.246502	1.29992	1.900185	0.106146	0.155161	"12"	"Spanish"
"J9Spanish"	6.96479138479112	117	"F"	"Other"	"correct"	"nonword"	"correct"	"eagle"	5.117994	1.0986123	1.7917595	5	"animal"	129	37	0.7235	"simplex"	1.22994829	6.3692	2.88	3.1948	2.8461	12.246502	1.29992	1.900185	0.106146	0.155161	"9"	"Spanish"
"J7Spanish"	6.95046172701727	117	"F"	"Other"	"correct"	"nonword"	"correct"	"eagle"	5.117994	1.0986123	1.7917595	5	"animal"	129	37	0.7235	"simplex"	1.22994829	6.3692	2.88	3.1948	2.8461	12.246502	1.29992	1.900185	0.106146	0.155161	"7"	"Spanish"
"J13Spanish"	6.3760096639665	117	"F"	"Other"	"correct"	"nonword"	"correct"	"eagle"	5.117994	1.0986123	1.7917595	5	"animal"	129	37	0.7235	"simplex"	1.22994829	6.3692	2.88	3.1948	2.8461	12.246502	1.29992	1.900185	0.106146	0.155161	"13"	"Spanish"
"J1Spanish"	6.71341366730898	118	"F"	"Other"	"correct"	"word"	"correct"	"blackberry"	4.060443	0.6931472	1.3862944	10	"plant"	26	31	0.3492	"complex"	-0.16989904	6.3959	3.28	1.5831	1.1365	1.270338	0.16249	1.187616	0.127911	0.934882	"1"	"Spanish"
"J6Spanish"	7.45306391830681	118	"F"	"Other"	"correct"	"word"	"correct"	"blackberry"	4.060443	0.6931472	1.3862944	10	"plant"	26	31	0.3492	"complex"	-0.16989904	6.3959	3.28	1.5831	1.1365	1.270338	0.16249	1.187616	0.127911	0.934882	"6"	"Spanish"
"J12Spanish"	6.96142302706826	118	"F"	"Other"	"correct"	"word"	"correct"	"blackberry"	4.060443	0.6931472	1.3862944	10	"plant"	26	31	0.3492	"complex"	-0.16989904	6.3959	3.28	1.5831	1.1365	1.270338	0.16249	1.187616	0.127911	0.934882	"12"	"Spanish"
"J9Spanish"	6.95734238479112	118	"F"	"Other"	"correct"	"word"	"correct"	"blackberry"	4.060443	0.6931472	1.3862944	10	"plant"	26	31	0.3492	"complex"	-0.16989904	6.3959	3.28	1.5831	1.1365	1.270338	0.16249	1.187616	0.127911	0.934882	"9"	"Spanish"
"J7Spanish"	6.94301272701727	118	"F"	"Other"	"correct"	"word"	"correct"	"blackberry"	4.060443	0.6931472	1.3862944	10	"plant"	26	31	0.3492	"complex"	-0.16989904	6.3959	3.28	1.5831	1.1365	1.270338	0.16249	1.187616	0.127911	0.934882	"7"	"Spanish"
"J13Spanish"	6.3685606639665	118	"F"	"Other"	"correct"	"word"	"correct"	"blackberry"	4.060443	0.6931472	1.3862944	10	"plant"	26	31	0.3492	"complex"	-0.16989904	6.3959	3.28	1.5831	1.1365	1.270338	0.16249	1.187616	0.127911	0.934882	"13"	"Spanish"
"J1Spanish"	6.77678266730898	120	"F"	"Other"	"correct"	"nonword"	"correct"	"camel"	6.109248	0.6931472	0.6931472	5	"animal"	146	303	0.1012	"simplex"	-0.72659511	6.386	2.72	4.4303	4.2654	3.320707	0.81245	3.087801	0.244662	0.929862	"1"	"Spanish"
"J6Spanish"	7.51643291830681	120	"F"	"Other"	"correct"	"nonword"	"correct"	"camel"	6.109248	0.6931472	0.6931472	5	"animal"	146	303	0.1012	"simplex"	-0.72659511	6.386	2.72	4.4303	4.2654	3.320707	0.81245	3.087801	0.244662	0.929862	"6"	"Spanish"
"J12Spanish"	7.02479202706826	120	"F"	"Other"	"correct"	"nonword"	"correct"	"camel"	6.109248	0.6931472	0.6931472	5	"animal"	146	303	0.1012	"simplex"	-0.72659511	6.386	2.72	4.4303	4.2654	3.320707	0.81245	3.087801	0.244662	0.929862	"12"	"Spanish"
"J9Spanish"	7.02071138479112	120	"F"	"Other"	"correct"	"nonword"	"correct"	"camel"	6.109248	0.6931472	0.6931472	5	"animal"	146	303	0.1012	"simplex"	-0.72659511	6.386	2.72	4.4303	4.2654	3.320707	0.81245	3.087801	0.244662	0.929862	"9"	"Spanish"
"J7Spanish"	7.00638172701727	120	"F"	"Other"	"correct"	"nonword"	"correct"	"camel"	6.109248	0.6931472	0.6931472	5	"animal"	146	303	0.1012	"simplex"	-0.72659511	6.386	2.72	4.4303	4.2654	3.320707	0.81245	3.087801	0.244662	0.929862	"7"	"Spanish"
"J13Spanish"	6.4319296639665	120	"F"	"Other"	"correct"	"nonword"	"correct"	"camel"	6.109248	0.6931472	0.6931472	5	"animal"	146	303	0.1012	"simplex"	-0.72659511	6.386	2.72	4.4303	4.2654	3.320707	0.81245	3.087801	0.244662	0.929862	"13"	"Spanish"
"J1Spanish"	6.62962566730898	121	"F"	"Other"	"correct"	"word"	"correct"	"radish"	3.044522	0.6931472	1.3862944	6	"plant"	11	9	0.9403	"simplex"	0.18232156	6.4133	3.12	1.3226	0.8244	1.961223	0	0	0	0	"1"	"Spanish"
"J6Spanish"	7.36927591830681	121	"F"	"Other"	"correct"	"word"	"correct"	"radish"	3.044522	0.6931472	1.3862944	6	"plant"	11	9	0.9403	"simplex"	0.18232156	6.4133	3.12	1.3226	0.8244	1.961223	0	0	0	0	"6"	"Spanish"
"J12Spanish"	6.87763502706826	121	"F"	"Other"	"correct"	"word"	"correct"	"radish"	3.044522	0.6931472	1.3862944	6	"plant"	11	9	0.9403	"simplex"	0.18232156	6.4133	3.12	1.3226	0.8244	1.961223	0	0	0	0	"12"	"Spanish"
"J9Spanish"	6.87355438479112	121	"F"	"Other"	"correct"	"word"	"correct"	"radish"	3.044522	0.6931472	1.3862944	6	"plant"	11	9	0.9403	"simplex"	0.18232156	6.4133	3.12	1.3226	0.8244	1.961223	0	0	0	0	"9"	"Spanish"
"J7Spanish"	6.85922472701727	121	"F"	"Other"	"correct"	"word"	"correct"	"radish"	3.044522	0.6931472	1.3862944	6	"plant"	11	9	0.9403	"simplex"	0.18232156	6.4133	3.12	1.3226	0.8244	1.961223	0	0	0	0	"7"	"Spanish"
"J13Spanish"	6.2847726639665	121	"F"	"Other"	"correct"	"word"	"correct"	"radish"	3.044522	0.6931472	1.3862944	6	"plant"	11	9	0.9403	"simplex"	0.18232156	6.4133	3.12	1.3226	0.8244	1.961223	0	0	0	0	"13"	"Spanish"
"J1Spanish"	6.69834766730898	122	"F"	"Other"	"correct"	"word"	"correct"	"beetroot"	3.555348	0	1.0986123	8	"plant"	15	19	0	"complex"	-0.22314355	6.4468	3.88	1.8705	1.4442	0.635169	0.16249	0.475046	0.255822	0.747906	"1"	"Spanish"
"J6Spanish"	7.43799791830681	122	"F"	"Other"	"correct"	"word"	"correct"	"beetroot"	3.555348	0	1.0986123	8	"plant"	15	19	0	"complex"	-0.22314355	6.4468	3.88	1.8705	1.4442	0.635169	0.16249	0.475046	0.255822	0.747906	"6"	"Spanish"
"J12Spanish"	6.94635702706826	122	"F"	"Other"	"correct"	"word"	"correct"	"beetroot"	3.555348	0	1.0986123	8	"plant"	15	19	0	"complex"	-0.22314355	6.4468	3.88	1.8705	1.4442	0.635169	0.16249	0.475046	0.255822	0.747906	"12"	"Spanish"
"J9Spanish"	6.94227638479112	122	"F"	"Other"	"correct"	"word"	"correct"	"beetroot"	3.555348	0	1.0986123	8	"plant"	15	19	0	"complex"	-0.22314355	6.4468	3.88	1.8705	1.4442	0.635169	0.16249	0.475046	0.255822	0.747906	"9"	"Spanish"
"J7Spanish"	6.92794672701727	122	"F"	"Other"	"correct"	"word"	"correct"	"beetroot"	3.555348	0	1.0986123	8	"plant"	15	19	0	"complex"	-0.22314355	6.4468	3.88	1.8705	1.4442	0.635169	0.16249	0.475046	0.255822	0.747906	"7"	"Spanish"
"J13Spanish"	6.3534946639665	122	"F"	"Other"	"correct"	"word"	"correct"	"beetroot"	3.555348	0	1.0986123	8	"plant"	15	19	0	"complex"	-0.22314355	6.4468	3.88	1.8705	1.4442	0.635169	0.16249	0.475046	0.255822	0.747906	"13"	"Spanish"
"J1Spanish"	6.53146566730898	123	"F"	"Other"	"correct"	"word"	"correct"	"apple"	6.304449	1.0986123	1.0986123	5	"plant"	315	231	0.496	"simplex"	0.30900484	6.2452	5.84	2.473	2.1948	24.54872	7.799522	40.853981	0.317716	1.6642	"1"	"Spanish"
"J6Spanish"	7.27111591830681	123	"F"	"Other"	"correct"	"word"	"correct"	"apple"	6.304449	1.0986123	1.0986123	5	"plant"	315	231	0.496	"simplex"	0.30900484	6.2452	5.84	2.473	2.1948	24.54872	7.799522	40.853981	0.317716	1.6642	"6"	"Spanish"
"J12Spanish"	6.77947502706826	123	"F"	"Other"	"correct"	"word"	"correct"	"apple"	6.304449	1.0986123	1.0986123	5	"plant"	315	231	0.496	"simplex"	0.30900484	6.2452	5.84	2.473	2.1948	24.54872	7.799522	40.853981	0.317716	1.6642	"12"	"Spanish"
"J9Spanish"	6.77539438479112	123	"F"	"Other"	"correct"	"word"	"correct"	"apple"	6.304449	1.0986123	1.0986123	5	"plant"	315	231	0.496	"simplex"	0.30900484	6.2452	5.84	2.473	2.1948	24.54872	7.799522	40.853981	0.317716	1.6642	"9"	"Spanish"
"J7Spanish"	6.76106472701727	123	"F"	"Other"	"correct"	"word"	"correct"	"apple"	6.304449	1.0986123	1.0986123	5	"plant"	315	231	0.496	"simplex"	0.30900484	6.2452	5.84	2.473	2.1948	24.54872	7.799522	40.853981	0.317716	1.6642	"7"	"Spanish"
"J13Spanish"	6.1866126639665	123	"F"	"Other"	"correct"	"word"	"correct"	"apple"	6.304449	1.0986123	1.0986123	5	"plant"	315	231	0.496	"simplex"	0.30900484	6.2452	5.84	2.473	2.1948	24.54872	7.799522	40.853981	0.317716	1.6642	"13"	"Spanish"
"J1Spanish"	6.48087966730898	124	"F"	"Other"	"correct"	"word"	"correct"	"grape"	5.192957	1.0986123	1.0986123	5	"plant"	37	142	1.1273	"simplex"	-1.32525847	6.3036	4.68	1.5349	1.1317	2.975265	0.64996	1.662662	0.218455	0.558828	"1"	"Spanish"
"J6Spanish"	7.22052991830681	124	"F"	"Other"	"correct"	"word"	"correct"	"grape"	5.192957	1.0986123	1.0986123	5	"plant"	37	142	1.1273	"simplex"	-1.32525847	6.3036	4.68	1.5349	1.1317	2.975265	0.64996	1.662662	0.218455	0.558828	"6"	"Spanish"
"J12Spanish"	6.72888902706826	124	"F"	"Other"	"correct"	"word"	"correct"	"grape"	5.192957	1.0986123	1.0986123	5	"plant"	37	142	1.1273	"simplex"	-1.32525847	6.3036	4.68	1.5349	1.1317	2.975265	0.64996	1.662662	0.218455	0.558828	"12"	"Spanish"
"J9Spanish"	6.72480838479112	124	"F"	"Other"	"correct"	"word"	"correct"	"grape"	5.192957	1.0986123	1.0986123	5	"plant"	37	142	1.1273	"simplex"	-1.32525847	6.3036	4.68	1.5349	1.1317	2.975265	0.64996	1.662662	0.218455	0.558828	"9"	"Spanish"
"J7Spanish"	6.71047872701727	124	"F"	"Other"	"correct"	"word"	"correct"	"grape"	5.192957	1.0986123	1.0986123	5	"plant"	37	142	1.1273	"simplex"	-1.32525847	6.3036	4.68	1.5349	1.1317	2.975265	0.64996	1.662662	0.218455	0.558828	"7"	"Spanish"
"J13Spanish"	6.1360266639665	124	"F"	"Other"	"correct"	"word"	"correct"	"grape"	5.192957	1.0986123	1.0986123	5	"plant"	37	142	1.1273	"simplex"	-1.32525847	6.3036	4.68	1.5349	1.1317	2.975265	0.64996	1.662662	0.218455	0.558828	"13"	"Spanish"
"J1Spanish"	6.75550566730898	128	"F"	"Other"	"correct"	"nonword"	"correct"	"cucumber"	4.454347	0	1.0986123	8	"plant"	54	31	0	"simplex"	0.54159728	6.4393	4.48	1.9295	1.5357	2.11723	0.64996	4.037893	0.306986	1.907159	"1"	"Spanish"
"J6Spanish"	7.49515591830681	128	"F"	"Other"	"correct"	"nonword"	"correct"	"cucumber"	4.454347	0	1.0986123	8	"plant"	54	31	0	"simplex"	0.54159728	6.4393	4.48	1.9295	1.5357	2.11723	0.64996	4.037893	0.306986	1.907159	"6"	"Spanish"
"J12Spanish"	7.00351502706826	128	"F"	"Other"	"correct"	"nonword"	"correct"	"cucumber"	4.454347	0	1.0986123	8	"plant"	54	31	0	"simplex"	0.54159728	6.4393	4.48	1.9295	1.5357	2.11723	0.64996	4.037893	0.306986	1.907159	"12"	"Spanish"
"J9Spanish"	6.99943438479112	128	"F"	"Other"	"correct"	"nonword"	"correct"	"cucumber"	4.454347	0	1.0986123	8	"plant"	54	31	0	"simplex"	0.54159728	6.4393	4.48	1.9295	1.5357	2.11723	0.64996	4.037893	0.306986	1.907159	"9"	"Spanish"
"J7Spanish"	6.98510472701727	128	"F"	"Other"	"correct"	"nonword"	"correct"	"cucumber"	4.454347	0	1.0986123	8	"plant"	54	31	0	"simplex"	0.54159728	6.4393	4.48	1.9295	1.5357	2.11723	0.64996	4.037893	0.306986	1.907159	"7"	"Spanish"
"J13Spanish"	6.4106526639665	128	"F"	"Other"	"correct"	"nonword"	"correct"	"cucumber"	4.454347	0	1.0986123	8	"plant"	54	31	0	"simplex"	0.54159728	6.4393	4.48	1.9295	1.5357	2.11723	0.64996	4.037893	0.306986	1.907159	"13"	"Spanish"
"J1Spanish"	6.55363966730898	130	"F"	"Other"	"correct"	"nonword"	"correct"	"cherry"	4.997212	0.6931472	1.6094379	6	"plant"	83	49	0.4754	"simplex"	0.51879379	6.3426	3.88	1.6278	1.2081	5.71652	3.249801	12.588727	0.568493	2.202166	"1"	"Spanish"
"J6Spanish"	7.29328991830681	130	"F"	"Other"	"correct"	"nonword"	"correct"	"cherry"	4.997212	0.6931472	1.6094379	6	"plant"	83	49	0.4754	"simplex"	0.51879379	6.3426	3.88	1.6278	1.2081	5.71652	3.249801	12.588727	0.568493	2.202166	"6"	"Spanish"
"J12Spanish"	6.80164902706826	130	"F"	"Other"	"correct"	"nonword"	"correct"	"cherry"	4.997212	0.6931472	1.6094379	6	"plant"	83	49	0.4754	"simplex"	0.51879379	6.3426	3.88	1.6278	1.2081	5.71652	3.249801	12.588727	0.568493	2.202166	"12"	"Spanish"
"J9Spanish"	6.79756838479112	130	"F"	"Other"	"correct"	"nonword"	"correct"	"cherry"	4.997212	0.6931472	1.6094379	6	"plant"	83	49	0.4754	"simplex"	0.51879379	6.3426	3.88	1.6278	1.2081	5.71652	3.249801	12.588727	0.568493	2.202166	"9"	"Spanish"
